"","born","Died","sex","age_at_debut","ad_cat","mamed","delta"
"7560","1927-12-12",NA,"Male",21,"do_22","ne",0
"7561","1938-11-04",NA,"Male",26,"ostatni","ne",0
"7562","1954-08-12",NA,"Male",18,"do_22","ano",0
"7563","1946-10-01",NA,"Male",22,"ostatni","ano",0
"7564","1972-08-18",NA,"Male",24,"ostatni","ano",0
"7565","1951-02-23",NA,"Male",21,"do_22","ne",0
"7566","1969-01-16",NA,"Male",19,"do_22","ano",0
"7567","1925-07-14",1987,"Male",23,"ostatni","ne",1
"7568","1898-03-02",1994,"Male",30,"26+","ne",1
"7569","1916-04-02",1944,"Male",20,"do_22","ne",1
"7570","1904-12-21",1967,"Male",20,"do_22","ne",1
"7571","1884-04-20",1960,"Male",20,"do_22","ano",1
"7572","1905-09-29",1981,"Male",19,"do_22","ano",1
"7573","1898-04-19",1968,"Male",22,"ostatni","ne",1
"7574","1925-11-21",2012,"Male",23,"ostatni","ne",1
"7575","1930-10-09",NA,"Male",26,"ostatni","ne",0
"7576","1911-02-04",1990,"Male",21,"do_22","ne",1
"7577","1917-11-19",2002,"Male",19,"do_22","ano",1
"7578","1903-12-18",1943,"Male",21,"do_22","ne",1
"7579","1924-09-22",1992,"Male",24,"ostatni","ano",1
"7580","1902-07-23",1987,"Male",22,"ostatni","ne",1
"7581","1956-05-17",NA,"Male",20,"do_22","ano",0
"7582","1904-04-05",1977,"Male",24,"ostatni","ne",1
"7583","1901-09-04",1971,"Male",27,"26+","ne",1
"7584","1878-02-02",1937,"Male",26,"ostatni","ano",1
"7585","1943-10-11",2008,"Male",25,"ostatni","ano",1
"7586","1971-08-28",NA,"Male",21,"do_22","ne",0
"7587","1964-04-08",NA,"Male",24,"ostatni","ano",0
"7588","1977-02-24",NA,"Male",19,"do_22","ano",0
"7589","1938-10-29",NA,"Male",22,"ostatni","ano",0
"7590","1964-04-13",2000,"Male",20,"do_22","ano",1
"7591","1966-01-10",NA,"Male",22,"ostatni","ano",0
"7592","1906-01-30",1993,"Male",18,"do_22","ne",1
"7593","1961-04-04",NA,"Male",27,"26+","ano",0
"7594","1876-07-13",1934,"Male",28,"26+","ano",1
"7595","1910-08-10",1976,"Male",22,"ostatni","ne",1
"7596","1911-04-08",1954,"Male",17,"do_22","ne",1
"7597","1938-10-11",2013,"Male",18,"do_22","ne",1
"7598","1951-01-27",NA,"Male",25,"ostatni","ano",0
"7599","1933-11-01",1963,"Male",19,"do_22","ne",1
"7600","1975-10-01",NA,"Male",21,"do_22","ne",0
"7601","1896-06-14",1967,"Male",24,"ostatni","ano",1
"7602","1904-05-10",1971,"Male",20,"do_22","ne",1
"7603","1946-05-03",NA,"Male",22,"ostatni","ne",0
"7604","1967-11-15",NA,"Male",25,"ostatni","ne",0
"7605","1911-03-25",1944,"Male",25,"ostatni","ne",1
"7606","1961-01-15",NA,"Male",23,"ostatni","ano",0
"7607","1935-01-04",2006,"Male",17,"do_22","ano",1
"7608","1939-01-25",2013,"Male",17,"do_22","ne",1
"7609","1936-05-19",1989,"Male",24,"ostatni","ne",1
"7610","1928-11-20",NA,"Male",28,"26+","ano",0
"7611","1976-11-07",NA,"Male",20,"do_22","ne",0
"7612","1958-02-27",NA,"Male",18,"do_22","ano",0
"7613","1936-06-19",NA,"Male",32,"26+","ne",0
"7614","1973-09-17",NA,"Male",23,"ostatni","ano",0
"7615","1971-08-19",NA,"Male",21,"do_22","ne",0
"7616","1969-10-28",NA,"Male",23,"ostatni","ne",0
"7617","1947-06-18",1974,"Male",21,"do_22","ano",1
"7618","1938-07-09",NA,"Male",26,"ostatni","ne",0
"7619","1902-09-14",1979,"Male",22,"ostatni","ne",1
"7620","1934-06-03",1999,"Male",22,"ostatni","ne",1
"7621","1940-05-01",NA,"Male",32,"26+","ne",0
"7622","1916-08-08",1976,"Male",20,"do_22","ne",1
"7623","1903-12-23",1987,"Male",21,"do_22","ano",1
"7624","1912-11-16",2002,"Male",20,"do_22","ano",1
"7625","1930-03-24",1954,"Male",22,"ostatni","ano",1
"7626","1900-11-14",1979,"Male",20,"do_22","ne",1
"7627","1917-03-28",2015,"Male",19,"do_22","ne",1
"7628","1952-09-04",NA,"Male",20,"do_22","ano",0
"7629","1950-02-12",NA,"Male",22,"ostatni","ne",0
"7630","1876-04-27",1950,"Male",28,"26+","ne",1
"7631","1962-11-11",NA,"Male",22,"ostatni","ne",0
"7632","1938-08-11",2005,"Male",18,"do_22","ne",1
"7633","1929-04-15",1973,"Male",19,"do_22","ne",1
"7634","1931-03-10",2015,"Male",17,"do_22","ne",1
"7635","1938-07-26",NA,"Male",22,"ostatni","ne",0
"7636","1873-01-09",1958,"Male",31,"26+","ano",1
"7637","1889-03-31",1979,"Male",31,"26+","ne",1
"7638","1929-08-02",1996,"Male",19,"do_22","ne",1
"7639","1953-07-11",NA,"Male",23,"ostatni","ano",0
"7640","1956-07-22",NA,"Male",20,"do_22","ano",0
"7641","1895-11-29",1950,"Male",25,"ostatni","ne",1
"7642","1885-12-07",1919,"Male",19,"do_22","ano",1
"7643","1968-11-21",NA,"Male",28,"26+","ano",0
"7644","1964-08-27",NA,"Male",20,"do_22","ano",0
"7645","1955-01-29",1998,"Male",21,"do_22","ano",1
"7646","1966-10-19",NA,"Male",18,"do_22","ano",0
"7647","1960-08-01",NA,"Male",24,"ostatni","ano",0
"7648","1936-05-03",2009,"Male",20,"do_22","ano",1
"7649","1904-12-05",1990,"Male",20,"do_22","ano",1
"7650","1947-07-12",NA,"Male",25,"ostatni","ano",0
"7651","1885-07-30",1970,"Male",19,"do_22","ano",1
"7652","1977-12-07",NA,"Male",19,"do_22","ne",0
"7653","1948-10-11",NA,"Male",20,"do_22","ne",0
"7654","1914-10-19",1997,"Male",22,"ostatni","ne",1
"7655","1902-07-28",1971,"Male",18,"do_22","ne",1
"7656","1957-05-10",NA,"Male",19,"do_22","ne",0
"7657","1944-07-28",1988,"Male",24,"ostatni","ano",1
"7658","1931-11-20",NA,"Male",21,"do_22","ne",0
"7659","1976-12-30",2008,"Male",20,"do_22","ano",1
"7660","1971-04-22",NA,"Male",21,"do_22","ne",0
"7661","1964-01-02",NA,"Male",20,"do_22","ano",0
"7662","1918-01-17",1956,"Male",18,"do_22","ano",1
"7663","1877-09-28",1940,"Male",27,"26+","ano",1
"7664","1903-06-23",1973,"Male",17,"do_22","ne",1
"7665","1901-03-26",1987,"Male",19,"do_22","ne",1
"9770","1951-11-29",NA,"Female",21,"do_22","ne",0
"9771","1963-12-27",NA,"Female",29,"26+","ano",0
"9772","1963-05-11",NA,"Female",21,"do_22","ne",0
"9773","1961-11-17",NA,"Female",27,"26+","ne",0
"9774","1961-11-17",NA,"Female",23,"ostatni","ne",0
"9775","1939-09-03",NA,"Female",21,"do_22","ne",0
"9776","1949-03-16",NA,"Female",15,"do_22","ano",0
"9777","1952-06-03",NA,"Female",20,"do_22","ne",0
"9778","1963-09-13",NA,"Female",29,"26+","ne",0
"9779","1965-03-04",NA,"Female",27,"26+","ne",0
"9780","1958-06-01",NA,"Female",34,"26+","ne",0
"9781","1964-07-02",NA,"Female",32,"26+","ne",0
"9782","1954-03-17",NA,"Female",18,"do_22","ne",0
"9783","1941-02-01",NA,"Female",19,"do_22","ne",0
"9784","1941-07-18",NA,"Female",23,"ostatni","ne",0
"9785","1941-07-18",NA,"Female",27,"26+","ne",0
"9786","1954-12-20",NA,"Female",30,"26+","ne",0
"9787","1957-02-23",NA,"Female",19,"do_22","ne",0
"9788","1957-07-13",NA,"Female",31,"26+","ne",0
"9789","1952-09-18",NA,"Female",20,"do_22","ne",0
"9790","1952-09-18",NA,"Female",24,"ostatni","ne",0
"9791","1929-03-21",2015,"Female",31,"26+","ano",1
"9792","1962-08-01",NA,"Female",26,"ostatni","ne",0
"9793","1949-08-06",NA,"Female",23,"ostatni","ne",0
"9794","1977-10-05",NA,"Female",19,"do_22","ne",0
"9795","1956-12-18",NA,"Female",20,"do_22","ne",0
"9796","1924-04-02",2001,"Male",28,"26+","ne",1
"9797","1961-01-05",NA,"Male",27,"26+","ne",0
"9798","1961-12-12",NA,"Male",31,"26+","ne",0
"9799","1957-05-30",NA,"Male",19,"do_22","ne",0
"9800","1959-12-02",NA,"Male",25,"ostatni","ano",0
"9801","1934-10-14",NA,"Male",26,"ostatni","ne",0
"9802","1964-12-23",NA,"Male",20,"do_22","ano",0
"9804","1925-01-28",2001,"Male",27,"26+","ne",1
"9805","1940-02-27",NA,"Male",32,"26+","ne",0
"9806","1929-09-03",1998,"Male",23,"ostatni","ne",1
"9807","1947-05-25",NA,"Male",25,"ostatni","ne",0
"9808","1946-02-26",NA,"Male",26,"ostatni","ne",0
"9809","1966-09-11",NA,"Male",26,"ostatni","ne",0
"9810","1924-11-16",1990,"Male",24,"ostatni","ne",1
"9811","1972-12-28",2017,"Male",20,"do_22","ne",1
"9812","1940-09-21",NA,"Male",28,"26+","ne",0
"9813","1936-12-31",2015,"Male",20,"do_22","ne",1
"9814","1957-09-29",NA,"Male",19,"do_22","ne",0
"9815","1958-12-08",NA,"Male",38,"26+","ne",0
"9816","1940-07-14",NA,"Male",24,"ostatni","ne",0
"9817","1925-10-13",NA,"Male",23,"ostatni","ne",0
"9818","1950-02-27",NA,"Male",22,"ostatni","ne",0
"9819","1949-08-05",NA,"Male",23,"ostatni","ne",0
"9820","1915-06-27",2000,"Male",21,"do_22","ne",1
"9821","1896-02-15",1944,"Male",40,"26+","ne",1
"9822","1947-11-30",NA,"Male",21,"do_22","ne",0
"9823","1973-05-08",NA,"Male",23,"ostatni","ne",0
"9824","1942-03-08",NA,"Male",26,"ostatni","ne",0
"9825","1906-06-02",1988,"Male",30,"26+","ne",1
"9826","1927-07-12",NA,"Male",37,"26+","ne",0
"9827","1957-08-02",NA,"Male",35,"26+","ne",0
"9828","1955-08-18",NA,"Male",29,"26+","ne",0
"9829","1958-02-06",NA,"Male",34,"26+","ne",0
"9830","1968-05-22",NA,"Male",20,"do_22","ne",0
"9831","1966-01-13",NA,"Male",30,"26+","ne",0
"9832","1913-05-29",1999,"Male",23,"ostatni","ne",1
"9833","1916-03-18",1944,"Male",20,"do_22","ne",1
"9834","1924-08-01",NA,"Male",24,"ostatni","ano",0
"9835","1959-04-17",NA,"Male",33,"26+","ne",0
"9836","1931-11-19",2015,"Male",37,"26+","ne",1
"9837","1960-09-30",NA,"Male",28,"26+","ne",0
"9838","1946-09-02",NA,"Male",22,"ostatni","ne",0
"9839","1963-05-24",NA,"Male",33,"26+","ne",0
"9840","1952-08-18",NA,"Male",20,"do_22","ne",0
"9841","1926-05-11",2014,"Male",22,"ostatni","ne",1
"9842","1937-03-29",NA,"Male",19,"do_22","ne",0
"9843","1909-01-09",1992,"Male",43,"26+","ne",1
"9844","1964-03-03",NA,"Male",28,"26+","ne",0
"9845","1969-09-26",NA,"Male",23,"ostatni","ano",0
"9846","1941-07-14",NA,"Male",23,"ostatni","ne",0
"9847","1941-01-27",NA,"Male",35,"26+","ne",0
"9848","1970-04-01",NA,"Male",22,"ostatni","ne",0
"9849","1962-07-12",NA,"Male",34,"26+","ne",0
"9850","1950-12-20",NA,"Male",22,"ostatni","ne",0
"9851","1962-08-08",NA,"Male",22,"ostatni","ne",0
"9852","1946-05-29",NA,"Male",30,"26+","ne",0
"9853","1910-06-30",1982,"Male",42,"26+","ne",1
"9854","1940-11-09",NA,"Male",28,"26+","ne",0
"9855","1946-04-05",NA,"Male",30,"26+","ne",0
"9856","1913-02-04",2004,"Male",23,"ostatni","ne",1
"9857","1961-05-27",NA,"Male",31,"26+","ne",0
"9858","1927-05-06",1999,"Male",33,"26+","ne",1
"9859","1952-07-23",2010,"Male",24,"ostatni","ne",1
"9860","1914-08-16",NA,"Male",22,"ostatni","ne",0
"9861","1912-08-07",2002,"Male",36,"26+","ano",1
"9862","1922-02-16",NA,"Male",26,"ostatni","ano",0
"9863","1964-06-19",NA,"Male",28,"26+","ne",0
"9864","1952-09-24",2014,"Male",20,"do_22","ano",1
"9865","1960-09-20",NA,"Male",24,"ostatni","ne",0
"9866","1907-11-09",1972,"Male",29,"26+","ne",1
"9867","1966-03-06",NA,"Male",30,"26+","ne",0
"9868","1936-08-17",NA,"Male",20,"do_22","ne",0
"9869","1949-08-10",NA,"Male",23,"ostatni","ne",0
"9870","1964-08-06",NA,"Male",32,"26+","ne",0
"9871","1932-11-22",NA,"Male",24,"ostatni","ne",0
"9872","1952-03-11",NA,"Male",20,"do_22","ne",0
"9873","1940-08-23",NA,"Male",32,"26+","ne",0
"9874","1970-03-06",NA,"Male",22,"ostatni","ne",0
"9875","1947-05-30",NA,"Male",25,"ostatni","ne",0
"9876","1933-06-06",NA,"Male",23,"ostatni","ne",0
"9877","1915-05-04",1983,"Male",21,"do_22","ne",1
"9878","1942-05-06",NA,"Male",22,"ostatni","ne",0
"9879","1936-01-17",NA,"Male",20,"do_22","ne",0
"9880","1951-03-02",NA,"Male",17,"do_22","ne",0
"9881","1954-08-20",NA,"Male",30,"26+","ne",0
"9882","1943-12-11",NA,"Male",21,"do_22","ne",0
"9883","1942-03-14",NA,"Male",22,"ostatni","ne",0
"9884","1901-07-13",1983,"Male",35,"26+","ano",1
"9885","1944-09-13",NA,"Male",28,"26+","ne",0
"9886","1955-11-17",NA,"Male",29,"26+","ne",0
"9887","1933-11-05",2002,"Male",19,"do_22","ne",1
"9888","1971-05-15",NA,"Male",21,"do_22","ne",0
"9889","1938-01-02",NA,"Male",26,"ostatni","ne",0
"9890","1944-04-12",NA,"Male",28,"26+","ne",0
"9891","1965-08-26",NA,"Male",27,"26+","ne",0
"9892","1951-09-10",NA,"Male",33,"26+","ne",0
"9893","1962-05-03",NA,"Male",26,"ostatni","ne",0
"9894","1963-07-23",NA,"Male",29,"26+","ano",0
"9895","1965-04-20",NA,"Male",23,"ostatni","ne",0
"9896","1954-02-25",NA,"Male",22,"ostatni","ne",0
"9898","1968-01-07",NA,"Male",20,"do_22","ne",0
"9899","1935-12-18",NA,"Male",37,"26+","ne",0
"9900","1944-08-16",NA,"Male",20,"do_22","ne",0
"9901","1946-06-29",NA,"Male",26,"ostatni","ne",0
"9902","1945-09-29",NA,"Male",23,"ostatni","ne",0
"9903","1941-07-26",2011,"Male",27,"26+","ne",1
"9904","1965-03-02",NA,"Male",27,"26+","ne",0
"9905","1963-09-18",1997,"Male",29,"26+","ne",1
"9906","1932-01-07",NA,"Male",40,"26+","ne",0
"9907","1955-10-15",NA,"Male",29,"26+","ne",0
"9908","1946-10-23",NA,"Male",26,"ostatni","ne",0
"9909","1938-11-30",NA,"Male",18,"do_22","ne",0
"9910","1940-09-09",NA,"Male",20,"do_22","ne",0
"9911","1960-02-29",NA,"Male",24,"ostatni","ne",0
"9998","1955-06-13",NA,"Female",33,"26+","ne",0
"10015","1957-04-21",NA,"Female",35,"26+","ano",0
"10019","1956-10-01",NA,"Female",40,"26+","ano",0
"10020","1956-10-01",NA,"Female",28,"26+","ano",0
"10035","1957-07-27",NA,"Female",31,"26+","ne",0
"10040","1973-07-30",NA,"Female",23,"ostatni","ne",0
"10046","1913-11-13",1999,"Female",55,"26+","ne",1
"10057","1939-03-20",NA,"Female",25,"ostatni","ne",0
"10058","1939-03-20",NA,"Female",21,"do_22","ne",0
"10061","1969-02-25",NA,"Female",27,"26+","ano",0
"10066","1949-04-13",NA,"Female",39,"26+","ne",0
"10071","1943-09-10",NA,"Female",33,"26+","ano",0
"10072","1928-11-18",2014,"Female",24,"ostatni","ne",1
"10082","1974-09-22",NA,"Female",22,"ostatni","ano",0
"10098","1962-02-22",NA,"Female",26,"ostatni","ano",0
"10112","1959-04-16",NA,"Female",29,"26+","ano",0
"10113","1940-03-21",NA,"Female",24,"ostatni","ano",0
"10117","1943-04-08",NA,"Female",49,"26+","ano",0
"10120","1958-02-17",NA,"Female",38,"26+","ne",0
"10121","1958-02-17",NA,"Female",30,"26+","ne",0
"10129","1944-06-20",NA,"Female",20,"do_22","ne",0
"10130","1944-06-20",NA,"Female",24,"ostatni","ne",0
"10132","1932-08-25",2013,"Female",36,"26+","ano",1
"10134","1940-01-14",NA,"Female",24,"ostatni","ne",0
"10146","1942-12-29",NA,"Female",34,"26+","ano",0
"10152","1938-10-14",NA,"Female",22,"ostatni","ne",0
"10153","1938-10-14",NA,"Female",50,"26+","ne",0
"10170","1954-04-14",NA,"Female",30,"26+","ne",0
"10172","1938-08-22",NA,"Female",30,"26+","ne",0
"10198","1949-09-23",NA,"Female",35,"26+","ano",0
"10203","1923-03-27",NA,"Female",49,"26+","ne",0
"10204","1950-11-03",2015,"Female",34,"26+","ano",1
"10209","1958-10-23",NA,"Female",30,"26+","ne",0
"10212","1955-12-03",NA,"Female",21,"do_22","ano",0
"10238","1966-07-05",NA,"Female",26,"ostatni","ne",0
"10241","1929-12-01",NA,"Female",27,"26+","ne",0
"10270","1889-08-11",1971,"Male",31,"26+","ne",1
"10285","1914-10-24",1993,"Male",34,"26+","ano",1
"10297","1895-09-22",1962,"Male",37,"26+","ano",1
"10307","1904-01-12",1979,"Male",32,"26+","ne",1
"10323","1880-01-27",1937,"Male",40,"26+","ne",1
"10344","1964-07-23",NA,"Male",24,"ostatni","ano",0
"10373","1893-11-30",1959,"Male",31,"26+","ne",1
"10376","1913-05-27",2005,"Male",35,"26+","ano",1
"10387","1896-03-15",1965,"Male",36,"26+","ne",1
"10388","1962-03-26",NA,"Male",30,"26+","ne",0
"10400","1956-04-13",NA,"Male",20,"do_22","ne",0
"10415","1919-10-27",NA,"Male",37,"26+","ne",0
"10441","1893-09-26",1981,"Male",31,"26+","ne",1
"10449","1887-05-19",1944,"Male",33,"26+","ano",1
"10451","1932-02-24",2016,"Male",24,"ostatni","ano",1
"10469","1955-05-09",NA,"Male",21,"do_22","ano",0
"10504","1949-12-31",NA,"Male",23,"ostatni","ano",0
"10556","1956-06-07",NA,"Male",36,"26+","ano",0
"10572","1886-01-28",1965,"Male",34,"26+","ano",1
"10578","1956-06-07",NA,"Male",28,"26+","ano",0
"10579","1881-11-22",1977,"Male",39,"26+","ne",1
"10584","1937-01-22",NA,"Male",19,"do_22","ne",0
"10614","1887-08-09",1967,"Male",33,"26+","ne",1
"10624","1948-04-02",NA,"Male",36,"26+","ano",0
"10638","1949-07-30",NA,"Female",35,"26+","ano",0
"10647","1941-10-21",NA,"Male",23,"ostatni","ano",0
"10653","1902-06-23",1982,"Male",46,"26+","ne",1
"10677","1886-08-10",1946,"Male",42,"26+","ne",1
"10701","1881-08-10",1962,"Male",31,"26+","ano",1
"10707","1888-12-02",1986,"Male",32,"26+","ne",1
"10761","1909-12-15",1989,"Male",39,"26+","ano",1
"10762","1875-01-28",1967,"Male",37,"26+","ano",1
"10782","1951-12-25",NA,"Male",33,"26+","ano",0
"10791","1934-05-03",NA,"Male",18,"do_22","ano",0
"10817","1896-03-22",1982,"Male",40,"26+","ne",1
"10886","1896-01-15",1953,"Male",36,"26+","ano",1
"10943","1879-05-12",1966,"Male",33,"26+","ano",1
"10949","1960-08-01",NA,"Male",36,"26+","ano",0
"10981","1939-11-18",NA,"Male",21,"do_22","ne",0
"11022","1951-01-23",NA,"Male",25,"ostatni","ano",0
"11026","1909-05-05",1988,"Male",43,"26+","ano",1
"11069","1881-11-22",1948,"Male",31,"26+","ano",1
"11071","1891-11-11",1972,"Male",41,"26+","ano",1
"11077","1938-02-26",NA,"Male",22,"ostatni","ano",0
"11089","1944-10-24",NA,"Male",32,"26+","ne",0
"11127","1962-01-18",NA,"Male",34,"26+","ano",0
"11147","1894-01-26",1964,"Male",30,"26+","ne",1
"11148","1938-09-23",NA,"Male",22,"ostatni","ano",0
"11157","1893-08-05",1966,"Male",59,"26+","ne",1
"11173","1964-09-18",NA,"Male",32,"26+","ano",0
"11186","1940-03-28",NA,"Male",20,"do_22","ano",0
"11194","1945-06-10",NA,"Male",47,"26+","ano",0
"11205","1902-03-19",1988,"Male",34,"26+","ne",1
"11225","1950-11-07",NA,"Male",26,"ostatni","ne",0
"11240","1890-11-06",1968,"Male",38,"26+","ne",1
"11271","1920-02-02",NA,"Male",28,"26+","ano",0
"11324","1960-09-23",NA,"Male",36,"26+","ano",0
"11335","1945-07-22",NA,"Male",27,"26+","ano",0
"11375","1932-10-20",2010,"Male",20,"do_22","ano",1
"11381","1925-10-12",NA,"Male",27,"26+","ano",0
"11442","1900-08-14",1971,"Male",32,"26+","ano",1
"11460","1958-04-20",NA,"Male",34,"26+","ne",0
"11469","1882-12-22",1956,"Male",50,"26+","ano",1
"11560","1887-07-15",1953,"Male",33,"26+","ne",1
"11569","1901-12-24",1976,"Male",35,"26+","ne",1
"11573","1908-01-06",1994,"Male",40,"26+","ne",1
"11575","1928-12-22",2007,"Male",44,"26+","ne",1
"11576","1944-11-03",NA,"Male",24,"ostatni","ano",0
"11577","1931-04-11",NA,"Male",21,"do_22","ano",0
"11578","1898-01-01",1955,"Male",34,"26+","ne",1
"11633","1965-10-13",NA,"Female",31,"26+","ne",0
"11636","1958-01-02",NA,"Female",30,"26+","ne",0
"11657","1962-10-15",NA,"Female",34,"26+","ano",0
"11660","1969-07-27",NA,"Female",27,"26+","ne",0
"11669","1967-04-04",NA,"Female",29,"26+","ne",0
"11674","1962-04-16",NA,"Female",30,"26+","ne",0
"11747","1962-08-01",NA,"Female",22,"ostatni","ne",0
"11792","1964-01-27",NA,"Female",24,"ostatni","ne",0
"11793","1964-01-27",NA,"Female",20,"do_22","ne",0
"11797","1963-03-26",NA,"Female",21,"do_22","ano",0
"11831","1962-08-01",NA,"Female",26,"ostatni","ne",0
"11858","1912-03-22",1988,"Male",20,"do_22","ne",1
"11897","1935-05-20",NA,"Male",29,"26+","ne",0
"11898","1913-03-10",2012,"Male",19,"do_22","ne",1
"11900","1942-05-31",NA,"Male",22,"ostatni","ne",0
"11911","1963-07-12",NA,"Male",25,"ostatni","ne",0
"11942","1966-09-26",NA,"Male",22,"ostatni","ne",0
"11946","1876-09-01",1930,"Male",28,"26+","ano",1
"11967","1971-09-18",NA,"Male",21,"do_22","ne",0
"12015","1944-07-26",NA,"Male",28,"26+","ne",0
"12030","1955-12-25",NA,"Male",21,"do_22","ne",0
"12065","1886-10-13",NA,"Male",26,"ostatni","ano",0
"12066","1894-10-09",1975,"Male",26,"ostatni","ne",1
"12068","1931-09-14",2014,"Male",25,"ostatni","ne",1
"12081","1933-10-11",NA,"Male",23,"ostatni","ne",0
"12106","1909-01-28",1985,"Male",23,"ostatni","ne",1
"12128","1882-07-14",1966,"Male",22,"ostatni","ano",1
"12165","1953-05-05",NA,"Male",23,"ostatni","ne",0
"12173","1906-06-27",1985,"Male",18,"do_22","ne",1
"12194","1953-06-27",NA,"Male",43,"26+","ne",0
"12218","1925-06-29",NA,"Male",23,"ostatni","ne",0
"12219","1947-11-25",NA,"Male",21,"do_22","ne",0
"12220","1967-01-17",NA,"Male",21,"do_22","ne",0
"12272","1944-06-01",1970,"Male",24,"ostatni","ne",1
"12276","1915-11-28",1990,"Male",21,"do_22","ne",1
"12298","1881-08-17",1968,"Male",27,"26+","ne",1
"12321","1971-02-03",NA,"Male",29,"26+","ne",0
"12322","1964-12-31",NA,"Male",24,"ostatni","ne",0
"12370","1948-08-04",NA,"Male",20,"do_22","ne",0
"12401","1939-05-25",NA,"Male",21,"do_22","ne",0
"12438","1972-07-29",NA,"Male",20,"do_22","ne",0
"12449","1909-10-19",2002,"Male",23,"ostatni","ne",1
"12458","1972-09-05",NA,"Male",20,"do_22","ne",0
"12459","1962-03-18",NA,"Male",26,"ostatni","ne",0
"12468","1929-10-13",2009,"Male",23,"ostatni","ne",1
"12504","1946-06-09",NA,"Male",18,"do_22","ne",0
"12568","1957-08-16",NA,"Male",19,"do_22","ne",0
"12610","1930-06-15",NA,"Male",26,"ostatni","ne",0
"12626","1896-03-24",1969,"Male",24,"ostatni","ne",1
"12629","1885-02-05",1929,"Male",19,"do_22","ano",1
"12682","1957-09-15",NA,"Male",27,"26+","ano",0
"12732","1904-09-14",1980,"Male",20,"do_22","ne",1
"12774","1940-05-26",1988,"Male",20,"do_22","ne",1
"12784","1891-02-20",1951,"Male",29,"26+","ne",1
"12789","1941-05-26",NA,"Male",19,"do_22","ne",0
"12794","1975-01-09",NA,"Male",21,"do_22","ne",0
"12799","1884-04-23",1950,"Male",20,"do_22","ne",1
"12917","1883-01-10",1934,"Male",21,"do_22","ano",1
"12938","1960-01-06",NA,"Male",24,"ostatni","ano",0
"12954","1960-09-08",NA,"Male",24,"ostatni","ano",0
"12955","1946-05-07",NA,"Male",18,"do_22","ne",0
"12960","1881-11-22",1972,"Male",23,"ostatni","ne",1
"12969","1897-03-28",1981,"Male",27,"26+","ne",1
"12972","1957-09-29",NA,"Male",27,"26+","ano",0
"13051","1937-04-23",NA,"Male",23,"ostatni","ne",0
"13053","1969-06-01",NA,"Male",23,"ostatni","ano",0
"13068","1963-12-03",NA,"Male",21,"do_22","ano",0
"13069","1924-06-26",1987,"Male",24,"ostatni","ne",1
